rank,weeks_hindex,peak_hindex,integrated_hindex,total_songs,artist
3163,2,2,2.00,2,"Candlebox"
3164,2,2,2.00,2,"Patra"
3165,2,2,2.00,2,"Fugees"
3166,2,2,2.00,2,"David Ball"
3167,2,2,0.00,2,"Billy Lawrence"
3168,2,2,2.00,2,"Craig Mack"
3169,2,2,2.00,2,"Des'ree"
3170,2,2,1.94,2,"Ini Kamoze"
3171,2,2,2.00,2,"Rappin' 4-Tay"
3172,2,2,1.30,2,"For Real"
3173,2,2,2.00,2,"Liz Phair"
3174,2,2,2.00,2,"Keith Murray"
3175,2,2,2.00,2,"Corona"
3176,2,2,1.95,2,"Martin Page"
3177,2,2,1.60,2,"Dru Down"
3178,2,2,2.00,2,"Soul For Real"
3179,2,2,2.00,2,"Livin' Joy"
3180,2,2,1.90,2,"Capleton"
3181,2,2,1.72,2,"Missjones"
3182,2,2,2.00,2,"Ol' Dirty Bastard"
3183,2,2,2.00,2,"Elastica"
3184,2,2,2.00,2,"Blues Traveler"
3185,2,2,1.66,2,"Letters To Cleo"
3186,2,2,1.96,2,"Smooth"
3187,2,2,2.00,2,"Mack 10"
3188,2,2,1.63,2,"Jordan Hill"
3189,2,2,2.00,2,"Le Click"
3190,2,2,1.72,2,"Pure Soul"
3191,2,2,2.00,2,"Everything But The Girl"
3192,2,2,2.00,2,"Artie The 1 Man Party"
3193,2,2,2.00,2,"The Corrs"
3194,2,2,1.83,2,"Frost"
3195,2,2,1.93,2,"Lina Santiago"
3196,2,2,2.00,2,"Quad City DJ's"
3197,2,2,2.00,2,"Donna Lewis"
3198,2,2,1.75,2,"Mista"
3199,2,2,1.86,2,"Kenny Lattimore"
3200,2,2,1.70,2,"A+"
3201,2,2,1.76,2,"Shades"
3202,2,2,1.73,2,"Republica"
3203,2,1,1.68,2,"Somethin' For The People"
3204,2,2,1.93,2,"Merril Bainbridge"
3205,2,2,2.00,2,"Westside Connection"
3206,2,2,0.00,2,"Alfonzo Hunter"
3207,2,2,2.00,2,"Rockell"
3208,2,2,2.00,2,"Gina G"
3209,2,2,2.00,2,"Richie Rich"
3210,2,2,1.87,2,"The Prodigy"
3211,2,2,1.98,2,"Mark Morrison"
3212,2,2,2.00,2,"Rome"
3213,2,2,2.00,2,"Paula Cole"
3214,2,2,2.00,2,"Meredith Brooks"
3215,2,2,1.74,2,"Christion"
3216,2,2,1.86,2,"Sneaker Pimps"
3217,2,2,2.00,2,"3rd Party"
3218,2,2,2.00,2,"Tim McGraw With Faith Hill"
3219,2,2,2.00,2,"Robyn"
3220,2,2,2.00,2,"Sister Hazel"
3221,2,2,2.00,2,"Sam Salter"
3222,2,2,2.00,2,"Daft Punk"
3223,2,2,2.00,2,"Aqua"
3224,2,2,1.84,2,"Myron"
3225,2,2,2.00,2,"The Kinleys"
3226,2,2,2.00,2,"Mase"
3227,2,2,1.96,2,"Lisa Loeb"
3228,2,2,1.86,2,"Davina"
3229,2,2,2.00,2,"She Moves"
3230,2,2,2.00,2,"Playa"
3231,2,1,1.89,2,"Twista"
3232,2,2,1.98,2,"Clint Black"
3233,2,2,2.00,2,"All Saints"
3234,2,2,0.00,2,"Wade Hayes"
3235,2,2,2.00,2,"Public Announcement"
3236,2,2,1.97,2,"Beenie Man"
3237,2,2,2.00,2,"Voices Of Theory"
3238,2,2,1.90,2,"Cleopatra"
3239,2,2,2.00,2,"The Wilkinsons"
3240,2,2,2.00,2,"Fatboy Slim"
3241,2,2,1.93,2,"Jesse Powell"
3242,2,2,2.00,2,"Divine"
3243,2,2,2.00,2,"Debelah Morgan"
3244,2,2,1.48,2,"DMX Featuring Faith Evans"
3245,2,2,2.00,2,"Eve 6"
3246,2,2,1.95,2,"matchbox 20"
3247,2,2,1.65,2,"Natalie Imbruglia"
3248,2,2,1.91,2,"Fastball"
3249,2,2,2.00,2,"Mark Chesnutt"
3250,2,2,1.90,2,"Vengaboys"
3251,2,2,2.00,2,"B*Witched"
3252,2,2,2.00,2,"Joey McIntyre"
3253,2,2,2.00,2,"Steve Wariner"
3254,2,2,2.00,2,"Ja Rule"
3255,2,2,2.00,2,"Blaque"
3256,2,2,2.00,2,"Chely Wright"
3257,2,2,2.00,2,"Case"
3258,2,2,1.86,2,"Robbie Williams"
3259,2,1,1.03,2,"Cam'ron"
3260,2,2,1.52,2,"Tanto Metro & Devonte"
3261,2,2,1.92,2,"Q-Tip"
3262,2,2,1.93,2,"Lou Bega"
3263,2,2,2.00,2,"Mandy Moore"
3264,2,2,1.94,2,"Yankee Grey"
3265,2,2,2.00,2,"Counting Crows"
3266,2,2,2.00,2,"M2M"
3267,2,2,2.00,2,"Dr. Dre Featuring Snoop Dogg"
3268,2,2,2.00,2,"Kelis"
3269,2,2,2.00,2,"Sisqo"
3270,2,2,1.86,2,"Mary Mary"
3271,2,2,2.00,2,"Vitamin C"
3272,2,2,1.98,2,"Nine Days"
3273,2,2,2.00,2,"Billy Gilman"
3274,2,2,1.75,2,"Mariah Carey Featuring Snoop Dogg"
3275,2,2,2.00,2,"Ruff Endz"
3276,2,2,0.00,2,"A*Teens"
3277,2,2,2.00,2,"Lil' Kim"
3278,2,2,1.91,2,"Common"
3279,2,2,2.00,2,"Mystikal"
3280,2,2,1.79,2,"Aaron Carter"
3281,2,2,2.00,2,"Samantha Mumba"
3282,2,2,2.00,2,"Ludacris Featuring Shawnna"
3283,2,2,2.00,2,"Dream"
3284,2,2,1.92,2,"3LW"
3285,2,2,2.00,2,"Dido"
3286,2,2,2.00,2,"Trick Pony"
3287,2,2,2.00,2,"Jill Scott"
3288,2,2,2.00,2,"Lil' Mo Featuring Fabolous"
3289,2,2,1.94,2,"Toya"
3290,2,2,2.00,2,"Jennifer Lopez Featuring Ja Rule"
3291,2,2,2.00,2,"The Isley Brothers Featuring Ronald Isley"
3292,2,2,1.58,2,"Nivea"
3293,2,2,2.00,2,"Gorillaz"
3294,2,2,2.00,2,"Christina Milian"
3295,2,2,2.00,2,"Ja Rule Featuring Ashanti"
3296,2,2,0.00,2,"NB Ridaz Featuring Angelina"
3297,2,2,2.00,2,"Tweet"
3298,2,2,2.00,2,"Amanda Perez"
3299,2,2,1.75,2,"Nappy Roots"
3300,2,2,1.83,2,"R. Kelly & Jay-Z"
3301,2,1,1.88,2,"Big Tymers"
3302,2,2,2.00,2,"Daniel Bedingfield"
3303,2,2,1.90,2,"Norah Jones"
3304,2,2,2.00,2,"Stone Sour"
3305,2,2,1.90,2,"Lasgo"
3306,2,2,1.81,2,"Saliva"
3307,2,2,1.88,2,"Queens Of The Stone Age"
3308,2,2,2.00,2,"Trapt"
3309,2,2,2.00,2,"Stacie Orrico"
3310,2,2,2.00,2,"Chingy"
3311,2,2,2.00,2,"Buddy Jewell"
3312,2,2,1.83,2,"Elephant Man"
3313,2,2,1.52,2,"Josh Kelley"
3314,2,2,1.84,2,"A Perfect Circle"
3315,2,2,0.00,2,"T.O.K."
3316,2,2,0.00,2,"Yeah Yeah Yeahs"
3317,2,2,2.00,2,"Velvet Revolver"
3318,2,2,2.00,2,"Modest Mouse"
3319,2,2,2.00,2,"Terror Squad"
3320,2,2,1.84,2,"Twista Featuring R. Kelly"
3321,2,2,1.73,2,"Franz Ferdinand"
3322,2,2,2.00,2,"Finger Eleven"
3323,2,2,2.00,2,"Crime Mob Featuring Lil Scrappy"
3324,2,2,2.00,2,"Anthony Hamilton"
3325,2,2,1.44,2,"Dem Franchize Boyz"
3326,2,2,2.00,2,"Eminem, Dr. Dre & 50 Cent"
3327,2,2,1.98,2,"Keane"
3328,2,2,2.00,2,"Bobby Valentino"
3329,2,2,2.00,2,"Ciara Featuring Ludacris"
3330,2,2,2.00,2,"Lyfe Jennings"
3331,2,2,2.00,2,"The Game"
3332,2,2,1.82,2,"Lil Rob"
3333,2,2,2.00,2,"Bo Bice"
3334,2,2,1.67,2,"Relient K"
3335,2,1,1.59,2,"Charlie Wilson"
3336,2,2,1.99,2,"D4L"
3337,2,2,2.00,2,"Death Cab For Cutie"
3338,2,2,2.00,2,"Juelz Santana"
3339,2,2,1.96,2,"Kirk Franklin"
3340,2,2,1.95,2,"Young Jeezy"
3341,2,2,2.00,2,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens"
3342,2,2,1.82,2,"Matisyahu"
3343,2,2,1.66,2,"High School Musical Cast"
3344,2,2,1.43,2,"Lucas Grabeel & Ashley Tisdale"
3345,2,2,1.93,2,"Nick Lachey"
3346,2,2,2.00,2,"KT Tunstall"
3347,2,2,1.90,2,"Ashley Parker Angel"
3348,2,2,2.00,2,"Blue October"
3349,2,2,1.92,2,"Cassie"
3350,2,2,1.94,2,"AFI"
3351,2,2,2.00,2,"Rick Ross"
3352,2,2,1.85,2,"The Wreckers"
3353,2,2,1.90,2,"Taylor Hicks"
3354,2,2,1.80,2,"Dashboard Confessional"
3355,2,2,1.80,2,"Corinne Bailey Rae"
3356,2,2,1.89,2,"30 Seconds To Mars"
3357,2,2,0.00,2,"The Cheetah Girls"
3358,2,2,2.00,2,"Unk"
3359,2,2,2.00,2,"Lloyd Featuring Lil Wayne"
3360,2,2,1.30,2,"Jordan Pruitt"
3361,2,2,2.00,2,"Lloyd"
3362,2,2,2.00,2,"Amy Winehouse"
3363,2,2,2.00,2,"Rihanna Featuring Jay-Z"
3364,2,2,0.00,2,"Swizz Beatz"
3365,2,2,1.77,2,"High School Musical 2 Cast"
3366,2,2,2.00,2,"J. Holiday"
3367,2,2,1.73,2,"will.i.am"
3368,2,2,1.72,2,"Chuck Wicks"
3369,2,2,1.29,2,"Raheem DeVaughn"
3370,2,2,2.00,2,"Metro Station"
3371,2,2,1.82,2,"V.I.C."
3372,2,2,2.00,2,"The Ting Tings"
3373,2,2,1.95,2,"T-Pain Featuring Lil Wayne"
3374,2,2,1.97,2,"Keri Hilson"
3375,2,2,2.00,2,"Matt Nathanson"
3376,2,2,2.00,2,"Shontelle"
3377,2,2,2.00,2,"T-Pain Featuring Chris Brown"
3378,2,2,1.88,2,"The Veronicas"
3379,2,2,2.00,2,"Young Money"
3380,2,2,1.00,2,"Cage The Elephant"
3381,2,2,1.99,2,"Jay Sean Featuring Lil Wayne"
3382,2,2,1.69,2,"Mary J. Blige Featuring Drake"
3383,2,2,2.00,2,"Iyaz"
3384,2,2,1.97,2,"Owl City"
3385,2,2,2.00,2,"Love And Theft"
3386,2,2,2.00,2,"Trey Songz Featuring Drake"
3387,2,2,1.90,2,"Melanie Fiona"
3388,2,2,2.00,2,"Justin Bieber Featuring Ludacris"
3389,2,2,1.82,2,"Usher Featuring Nicki Minaj"
3390,2,2,1.94,2,"Drake Featuring Nicki Minaj"
3391,2,2,2.00,2,"Eminem Featuring Rihanna"
3392,2,2,2.00,2,"Trey Songz Featuring Nicki Minaj"
3393,2,2,2.00,2,"Rihanna Featuring Drake"
3394,2,2,0.00,2,"New Hollow"
3395,2,2,2.00,2,"Nicki Minaj Featuring Drake"
3396,2,2,1.40,2,"Travis Porter"
3397,2,2,1.72,2,"Ronnie Dunn"
3398,2,2,1.94,2,"Kelly Rowland Featuring Lil Wayne"
3399,2,2,2.00,2,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne"
3400,2,2,1.79,2,"Lauren Alaina"
3401,2,2,2.00,2,"Pitbull Featuring Chris Brown"
3402,2,2,1.64,2,"Skrillex"
3403,2,2,2.00,2,"Drake Featuring Rihanna"
3404,2,2,1.91,2,"Tyga"
3405,2,2,1.80,2,"Skrillex Featuring Sirah"
3406,2,2,2.00,2,"fun."
3407,2,2,1.84,2,"Ca$h Out"
3408,2,2,1.57,2,"Rita Ora"
3409,2,2,2.00,2,"Justin Bieber Featuring Big Sean"
3410,2,2,2.00,2,"PSY"
3411,2,2,1.84,2,"T.I. Featuring Lil Wayne"
3412,2,2,2.00,2,"2 Chainz"
3413,2,2,2.00,2,"Calvin Harris Featuring Ellie Goulding"
3414,2,2,2.00,2,"Rich Homie Quan"
3415,2,2,1.10,2,"Ariana Grande Featuring Big Sean"
3416,2,2,0.00,2,"K. Michelle"
3417,2,2,1.99,2,"Justin Bieber Featuring Chance The Rapper"
3418,2,2,1.75,2,"ScHoolboy Q"
3419,2,2,2.00,2,"Fitz And The Tantrums"
3420,2,2,2.00,2,"Tiesto"
3421,2,2,2.00,2,"Disclosure Featuring Sam Smith"
3422,2,2,2.00,2,"Nico & Vinz"
3423,2,2,1.88,2,"Becky G"
3424,2,2,2.00,2,"Echosmith"
3425,2,2,1.91,2,"Bobby Shmurda"
3426,2,2,2.00,2,"WALK THE MOON"
3427,2,2,1.51,2,"Chase Bryant"
3428,2,2,1.91,2,"Wale Featuring Jeremih"
3429,2,2,2.00,2,"Rachel Platten"
3430,2,2,2.00,2,"X Ambassadors"
3431,2,2,1.94,2,"Fetty Wap Featuring Monty"
3432,2,2,1.89,2,"Dove Cameron"
3433,2,2,2.00,2,"Hailee Steinfeld"
3434,2,2,2.00,2,"Daya"
3435,2,2,1.98,2,"Brothers Osborne"
3436,2,2,2.00,2,"DNCE"
3437,2,2,2.00,2,"Shawn Mendes & Camila Cabello"
3438,2,2,2.00,2,"Yo Gotti Featuring Nicki Minaj"
3439,2,2,1.75,2,"Granger Smith"
3440,2,2,1.98,2,"Future Featuring The Weeknd"
3441,2,2,2.00,2,"DJ Luke Nasty"
3442,2,2,2.00,2,"Desiigner"
3443,2,2,1.87,2,"PARTYNEXTDOOR Featuring Drake"
3444,2,2,1.65,2,"Beyonce Featuring Kendrick Lamar"
3445,2,2,1.64,2,"Nicky Jam"
3446,2,2,2.00,2,"French Montana Featuring Drake"
3447,2,2,1.93,2,"Ariana Grande Featuring Nicki Minaj"
3448,2,2,2.00,2,"The Weeknd Featuring Daft Punk"
3449,2,2,1.77,2,"The Weeknd Featuring Future"
3450,2,2,1.51,2,"PARTYNEXTDOOR"
3451,2,2,2.00,2,"Nicki Minaj, Drake & Lil Wayne"
3452,2,2,1.15,2,"Drake Featuring Giggs"
3453,2,2,2.00,2,"blackbear"
3454,2,2,2.00,2,"Playboi Carti Featuring Lil Uzi Vert"
3455,2,2,1.91,2,"Midland"
3456,2,2,2.00,2,"SZA Featuring Travis Scott"
3457,2,2,2.00,2,"Jacquees"
3458,2,2,2.00,2,"Lil Uzi Vert Featuring Nicki Minaj"
3459,2,2,1.94,2,"Eminem Featuring Ed Sheeran"
3460,2,2,2.00,2,"Lil Skies Featuring Landon Cube"
3461,2,2,1.94,2,"Bazzi"
3462,2,2,2.00,2,"Migos Featuring Drake"
3463,2,2,1.90,2,"Rich The Kid"
3464,2,2,1.88,2,"Queen Naija"
3465,2,2,2.00,2,"Cardi B Featuring Kehlani"
3466,2,2,1.46,2,"Lil Skies"
3467,2,2,1.57,2,"Kanye West Featuring PARTYNEXTDOOR"
3468,2,2,1.94,2,"Lauren Daigle"
3469,2,2,2.00,2,"Mitchell Tenpenny"
3470,2,2,2.00,2,"Metro Boomin Featuring 21 Savage"
3471,2,2,1.25,2,"Trippie Redd Featuring Juice WRLD"
3472,2,2,2.00,2,"Gene Autry"
3473,2,2,1.70,2,"Future Featuring Travis Scott"
3474,2,2,2.00,2,"City Girls"
3475,2,2,2.00,2,"Drake Featuring Rick Ross"
3476,2,2,2.00,2,"Marshmello & Kane Brown"
3477,2,2,2.00,2,"Megan Thee Stallion Featuring DaBaby"
3478,2,2,1.86,2,"J Balvin & Bad Bunny"
3479,2,2,2.00,2,"Saweetie"
3480,2,2,2.00,2,"Matt Stell"
3481,2,2,2.00,2,"Lil Baby & 42 Dugg"
3482,2,2,2.00,2,"The Weeknd & Ariana Grande"
3483,2,2,1.80,2,"Sleepy Hallow"
3484,2,2,1.97,2,"Machine Gun Kelly X blackbear"
3485,2,2,1.69,2,"Lady A"
3486,2,2,1.87,2,"Farruko"
3487,2,2,2.00,2,"Bad Bunny & Jhay Cortez"
3488,2,2,2.00,2,"Drake Featuring Lil Baby"
3489,2,2,2.00,2,"Lil Durk Featuring Morgan Wallen"
3490,2,2,2.00,2,"Muni Long"
3491,2,2,2.00,2,"Nicki Minaj X Lil Baby"
3492,2,2,1.87,2,"Corey Kent"
3493,2,2,1.82,2,"Burna Boy"
3494,2,1,1.81,2,"Tems"
3495,2,2,1.76,2,"Jackson Dean"
3496,2,2,1.97,2,"Morgan Wallen Featuring Eric Church"
3497,2,2,1.96,2,"Morgan Wallen Featuring ERNEST"
3498,2,2,0.00,2,"Morgan Wallen Featuring HARDY"
3499,2,2,1.39,2,"Jack Black"
3500,2,2,1.92,2,"Oliver Anthony Music"
3501,2,2,2.00,2,"Sexyy Red"
3502,2,2,1.77,2,"310babii"
3503,2,2,2.00,2,"Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra"
3504,2,2,2.00,2,"Shaboozey"
3505,2,2,1.66,2,"BossMan DLow"
3506,2,2,2.00,2,"Myles Smith"
3507,2,2,0.00,2,"Cynthia Erivo"
3508,2,2,1.63,2,"Ty Myers"
3509,2,2,2.00,2,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
3510,1,8,1.89,9,"Future & Lil Uzi Vert"
3511,1,3,0.00,7,"Sawyer Fredericks"
3512,1,7,1.18,7,"$uicideboy$"
3513,1,6,0.00,6,"Glee Cast Featuring Kristin Chenoweth"
3514,1,6,1.31,6,"Jordan Smith"
3515,1,6,1.11,6,"KIDS SEE GHOSTS"
3516,1,5,1.94,5,"David Archuleta"
3517,1,5,0.00,5,"Huncho Jack"
3518,1,3,1.45,4,"Big Time Rush"
3519,1,3,1.15,4,"Romeo Santos"
3520,1,4,0.00,4,"Melanie Martinez"
3521,1,4,0.00,4,"Matt McAndrew"
3522,1,2,0.00,4,"Pusha T"
3523,1,3,0.00,4,"Tom MacDonald"
3524,1,3,1.21,4,"Ivan Cornejo"
3525,1,3,0.00,4,"V"
3526,1,4,0.00,4,"Stray Kids"
3527,1,3,0.00,3,"David Seville"
3528,1,2,1.74,3,"Billy Williams"
3529,1,2,1.87,3,"Curtis Stigers"
3530,1,3,1.91,3,"T-Pain"
3531,1,2,1.88,3,"Asher Roth"
3532,1,2,0.00,3,"Thirty Seconds To Mars"
3533,1,2,1.88,3,"Justin Bieber Featuring Usher"
3534,1,3,1.58,3,"Lil Wayne Featuring Nicki Minaj"
3535,1,3,1.90,3,"B.o.B"
3536,1,3,0.00,3,"Vicci Martinez"
3537,1,3,1.87,3,"Taylor Swift Featuring Ed Sheeran"
3538,1,3,0.00,3,"Christina Grimmie"
3539,1,3,0.00,3,"Craig Wayne Boyd"
3540,1,2,0.00,3,"Lauren Duski"
3541,1,2,1.88,3,"Kesha"
3542,1,2,0.00,3,"Future & Young Thug"
3543,1,3,1.75,3,"Quavo"
3544,1,3,1.22,3,"Offset"
3545,1,2,1.87,3,"Rauw Alejandro"
3546,1,2,1.90,3,"Baby Keem & Kendrick Lamar"
3547,1,2,1.90,3,"Jung Kook"
3548,1,3,1.54,3,"Lil Durk Featuring Future"
3549,1,3,0.00,3,"j-hope"
3550,1,3,0.00,3,"Twenty One Pilots"
3551,1,2,0.00,3,"Laufey"
3552,1,3,1.91,3,"Tame Impala"
3553,1,2,1.72,2,"The Crickets"
3554,1,2,1.88,2,"Domenico Modugno"
3555,1,2,1.51,2,"Ed Townsend"
3556,1,1,0.00,2,"Tennessee Ernie Ford"
3557,1,2,0.00,2,"The Gaylords"
3558,1,1,0.00,2,"The DeCastro Sisters"
3559,1,1,0.00,2,"Count Basie & His Orch."
3560,1,2,1.62,2,"Carl Smith"
3561,1,2,0.00,2,"Ivory Joe Hunter"
3562,1,1,1.31,2,"Betty Johnson"
3563,1,1,1.50,2,"Enoch Light & The Light Brigade"
3564,1,1,1.06,2,"Stan Freberg"
3565,1,2,1.87,2,"Ray Anthony and His Orchestra"
3566,1,1,1.64,2,"The Kalin Twins"
3567,1,2,1.88,2,"Thomas Wayne With the Delons"
3568,1,2,1.86,2,"The Virtues"
3569,1,2,1.81,2,"Jessie Hill"
3570,1,2,1.75,2,"Deane Hawley"
3571,1,2,1.34,2,"Jerry Byrd"
3572,1,2,1.19,2,"Ernie Freeman"
3573,1,2,1.24,2,"David Carroll And His Orchestra"
3574,1,2,1.86,2,"Ferlin Husky"
3575,1,1,0.00,2,"Fred Darian"
3576,1,1,0.00,2,"Otis Williams And His Charms"
3577,1,2,0.00,2,"Junior Parker"
3578,1,2,1.65,2,"The Velvets featuring Virgil Johnson"
3579,1,1,1.32,2,"Dick Dale and The Del-Tones"
3580,1,1,0.00,2,"The Stompers"
3581,1,2,1.53,2,"Jackie Wilson & Linda Hopkins"
3582,1,1,1.66,2,"Valjean on Piano"
3583,1,1,0.00,2,"Jerry Reed And The Hully Girlies"
3584,1,2,1.58,2,"The Sherrys"
3585,1,1,1.43,2,"The Radiants"
3586,1,2,1.79,2,"Joe Harnell And His Orchestra"
3587,1,2,1.43,2,"Jimmy Holiday"
3588,1,1,1.78,2,"The Dartells"
3589,1,2,1.70,2,"Dave Dudley"
3590,1,2,1.09,2,"The Four Pennies"
3591,1,2,1.57,2,"The Beatles With Tony Sheridan"
3592,1,1,1.50,2,"Soul Sisters"
3593,1,2,1.63,2,"Tony Clarke"
3594,1,2,0.00,2,"Rufus & Carla"
3595,1,1,1.24,2,"Sonny Knight"
3596,1,1,1.75,2,"The Ad Libs"
3597,1,1,1.80,2,"Ian Whitcomb And Bluesville"
3598,1,2,1.80,2,"Horst Jankowski"
3599,1,2,0.00,2,"Sam & Bill"
3600,1,1,0.00,2,"The Spellbinders"
3601,1,2,0.00,2,"Etta James & Sugar Pie DeSanto"
3602,1,2,0.00,2,"The Jazz Crusaders"
3603,1,2,1.69,2,"Margaret Whiting"
3604,1,2,0.00,2,"Anthony & The Imperials"
3605,1,1,1.79,2,"The Easybeats"
3606,1,2,1.35,2,"Don And The Goodtimes"
3607,1,2,0.00,2,"The Magnificent Men"
3608,1,2,0.00,2,"5 Stairsteps and Cubie"
3609,1,2,0.00,2,"Chambers Brothers"
3610,1,2,0.00,2,"The Maskman & The Agents"
3611,1,1,0.00,2,"Debbie Taylor"
3612,1,1,1.67,2,"Clarence Reid"
3613,1,2,1.75,2,"The Electric Indian"
3614,1,1,0.00,2,"Dorothy Morrison"
3615,1,1,1.84,2,"Christie"
3616,1,1,1.20,2,"Arkade"
3617,1,1,1.13,2,"Whatnauts"
3618,1,1,1.80,2,"The Hillside Singers"
3619,1,2,1.63,2,"Maurice White"
3620,1,2,1.83,2,"k.d. lang"
3621,1,1,0.00,2,"Monie Love"
3622,1,2,0.00,2,"Bjork"
3623,1,2,1.56,2,"Horace Brown"
3624,1,1,0.00,2,"Master P"
3625,1,2,1.56,2,"Tami Davis"
3626,1,2,1.71,2,"Tool"
3627,1,2,1.87,2,"G Unit"
3628,1,2,1.63,2,"Josh Groban"
3629,1,2,0.00,2,"Ben Folds"
3630,1,2,0.00,2,"Luis Fonsi"
3631,1,2,1.93,2,"Gnarls Barkley"
3632,1,2,0.00,2,"Don Omar"
3633,1,2,1.91,2,"The Red Jumpsuit Apparatus"
3634,1,2,1.86,2,"OK Go"
3635,1,2,1.86,2,"Augustana"
3636,1,2,1.41,2,"RBD"
3637,1,2,1.62,2,"MIKA"
3638,1,2,1.93,2,"Elliott Yamin"
3639,1,2,1.91,2,"Timbaland Featuring Justin Timberlake"
3640,1,2,1.91,2,"Secondhand Serenade"
3641,1,1,1.53,2,"Blake Lewis"
3642,1,2,1.87,2,"Lupe Fiasco Featuring Matthew Santos"
3643,1,1,0.00,2,"Kate Voegele"
3644,1,2,1.92,2,"Lil Wayne Featuring T-Pain"
3645,1,2,1.36,2,"Joe Jonas"
3646,1,2,1.33,2,"WE the Kings"
3647,1,2,1.81,2,"Lil Wayne Featuring Shanell AKA SNL"
3648,1,2,1.32,2,"John Rich"
3649,1,2,1.28,2,"Eminem Featuring Dr. Dre"
3650,1,2,1.62,2,"Disney's Friends For Change"
3651,1,2,0.00,2,"Susan Boyle"
3652,1,1,1.81,2,"Blake Shelton Featuring Trace Adkins"
3653,1,2,0.00,2,"Christopher Wilde"
3654,1,2,1.56,2,"Marsha Ambrosius"
3655,1,1,1.88,2,"WILLOW"
3656,1,2,1.01,2,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko"
3657,1,2,1.56,2,"Bridgit Mendler"
3658,1,2,1.47,2,"Steven Tyler"
3659,1,1,0.00,2,"Xenia"
3660,1,2,0.00,2,"Young The Giant"
3661,1,1,0.00,2,"Glee Cast Featuring Ricky Martin"
3662,1,2,0.00,2,"Juliet Simms"
3663,1,1,0.00,2,"2 Chainz Featuring Lil Wayne"
3664,1,2,0.00,2,"Terry McDermott"
3665,1,1,1.83,2,"Krewella"
3666,1,2,0.00,2,"Michelle Chamuel"
3667,1,2,1.80,2,"Sage The Gemini"
3668,1,2,1.95,2,"Bastille"
3669,1,1,1.40,2,"Eminem Featuring Sia"
3670,1,2,0.00,2,"Tessanne Chin"
3671,1,1,0.00,2,"The 1975"
3672,1,2,0.00,2,"Josh Kaufman"
3673,1,2,0.00,2,"Future Featuring Kanye West"
3674,1,1,1.82,2,"DeJ Loaf"
3675,1,2,0.00,2,"Chris Jamison"
3676,1,2,1.71,2,"Nicki Minaj Featuring Ariana Grande"
3677,1,2,1.68,2,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
3678,1,1,1.88,2,"iLoveMemphis"
3679,1,2,1.26,2,"The Weeknd Featuring Lana Del Rey"
3680,1,1,0.00,2,"G-Eazy"
3681,1,2,1.85,2,"Blake Shelton Featuring Gwen Stefani"
3682,1,2,0.00,2,"Adam Wakefield"
3683,1,2,0.00,2,"Jacob Sartorius"
3684,1,2,0.00,2,"Sundance Head"
3685,1,1,1.85,2,"Migos Featuring Gucci Mane"
3686,1,2,0.00,2,"Tim McGraw & Faith Hill"
3687,1,1,1.83,2,"A Boogie Wit da Hoodie Featuring Kodak Black"
3688,1,1,1.78,2,"Maluma"
3689,1,2,1.69,2,"2 Chainz Featuring Travis Scott"
3690,1,1,1.91,2,"Offset & Metro Boomin"
3691,1,2,0.00,2,"The Weeknd Featuring Gesaffelstein"
3692,1,1,1.81,2,"H.E.R."
3693,1,2,0.00,2,"J. Cole Featuring kiLL edward"
3694,1,2,0.00,2,"Pusha T Featuring Kanye West"
3695,1,2,0.00,2,"Ozuna"
3696,1,2,1.82,2,"Future & Juice WRLD"
3697,1,1,0.00,2,"TakeOff"
3698,1,2,1.05,2,"Ski Mask The Slump God"
3699,1,2,1.87,2,"Perry Como With Mitchell Ayers And His Orchestra"
3700,1,2,1.60,2,"Ali Gatie"
3701,1,2,1.93,2,"Young Thug Featuring Gunna"
3702,1,2,0.00,2,"Young Thug Featuring Lil Uzi Vert"
3703,1,2,1.13,2,"Pop Smoke Featuring Quavo"
3704,1,2,1.42,2,"Lil Baby & Young Thug"
3705,1,2,0.00,2,"Polo G Featuring Lil Baby"
3706,1,2,1.41,2,"Gunna Featuring Lil Baby"
3707,1,2,0.00,2,"Agust D"
3708,1,2,1.70,2,"Taylor Swift Featuring Bon Iver"
3709,1,2,1.65,2,"King Von"
3710,1,2,0.00,2,"King Von Featuring Lil Durk"
3711,1,2,1.63,2,"Lil Durk Featuring Lil Baby"
3712,1,2,0.00,2,"Clinton Kane"
3713,1,2,0.00,2,"ROSE"
3714,1,2,1.36,2,"J. Cole & Bas"
3715,1,2,1.66,2,"Tyler, The Creator Featuring Teezo Touchdown"
3716,1,2,0.00,2,"Lisa"
3717,1,2,0.00,2,"TWICE"
3718,1,2,0.00,2,"JIN"
3719,1,2,1.90,2,"David Kushner"
3720,1,1,0.00,2,"Offset & JID"
3721,1,2,1.89,2,"Young Thug Featuring Drake"
3722,1,2,1.11,2,"Peso Pluma & Jasiel Nunez"
